Mod:Item:MetaData, Localized Name
tconstruct:sharpening_kit:0, Enori Crystal Sharpening Kit
tconstruct:sharpening_kit:0, Sunnarium Sharpening Kit
tconstruct:sharpening_kit:0, Sky Stone Sharpening Kit
tconstruct:sharpening_kit:0, Certus Quartz Sharpening Kit
tconstruct:sharpening_kit:0, Fluix Crystal Sharpening Kit
tconstruct:sharpening_kit:0, Fluix Steel Sharpening Kit
tconstruct:sharpening_kit:0, Aquamarine Sharpening Kit
tconstruct:sharpening_kit:0, Starmetal Sharpening Kit
tconstruct:sharpening_kit:0, Crystal Matrix Sharpening Kit
tconstruct:sharpening_kit:0, Neutronium Sharpening Kit
tconstruct:sharpening_kit:0, Infinity Sharpening Kit
tconstruct:sharpening_kit:0, Bound Sharpening Kit
tconstruct:sharpening_kit:0, Sentient Sharpening Kit
tconstruct:sharpening_kit:0, Livingrock Sharpening Kit
tconstruct:sharpening_kit:0, Livingwood Sharpening Kit
tconstruct:sharpening_kit:0, Dreamwood Sharpening Kit
tconstruct:sharpening_kit:0, Manasteel Sharpening Kit
tconstruct:sharpening_kit:0, Terrasteel Sharpening Kit
tconstruct:sharpening_kit:0, Elementium Sharpening Kit
tconstruct:sharpening_kit:0, Draconium Sharpening Kit
tconstruct:sharpening_kit:0, Wyvern Sharpening Kit
tconstruct:sharpening_kit:0, Draconic Sharpening Kit
tconstruct:sharpening_kit:0, Chaotic Sharpening Kit
tconstruct:sharpening_kit:0, Litherite Sharpening Kit
tconstruct:sharpening_kit:0, Erodium Sharpening Kit
tconstruct:sharpening_kit:0, Kyronite Sharpening Kit
tconstruct:sharpening_kit:0, Pladium Sharpening Kit
tconstruct:sharpening_kit:0, Ionite Sharpening Kit
tconstruct:sharpening_kit:0, Aethium Sharpening Kit
tconstruct:sharpening_kit:0, Lonsdaleite Sharpening Kit
tconstruct:sharpening_kit:0, Mica Sharpening Kit
tconstruct:sharpening_kit:0, Apatite Sharpening Kit
tconstruct:sharpening_kit:0, Essence-Infused Sharpening Kit
tconstruct:sharpening_kit:0, Meaty Sharpening Kit
tconstruct:sharpening_kit:0, Pink Slime Sharpening Kit
tconstruct:sharpening_kit:0, Pink Metal Sharpening Kit
tconstruct:sharpening_kit:0, Rubber Sharpening Kit
tconstruct:sharpening_kit:0, Advanced Alloy Sharpening Kit
tconstruct:sharpening_kit:0, Energium Sharpening Kit
tconstruct:sharpening_kit:0, Carbon Fiber Sharpening Kit
tconstruct:sharpening_kit:0, Iridium Sharpening Kit
tconstruct:sharpening_kit:0, UU-Metal Sharpening Kit
tconstruct:sharpening_kit:0, Osmium Sharpening Kit
tconstruct:sharpening_kit:0, Refined Obsidian Sharpening Kit
tconstruct:sharpening_kit:0, Refined Glowstone Sharpening Kit
tconstruct:sharpening_kit:0, HDPE Sharpening Kit
tconstruct:sharpening_kit:0, Ghostwood Sharpening Kit
tconstruct:sharpening_kit:0, Bloodwood Sharpening Kit
tconstruct:sharpening_kit:0, Darkwood Sharpening Kit
tconstruct:sharpening_kit:0, Fusewood Sharpening Kit
tconstruct:sharpening_kit:0, Dark Matter Sharpening Kit
tconstruct:sharpening_kit:0, Red Matter Sharpening Kit
tconstruct:sharpening_kit:0, Fluxed Electrum Sharpening Kit
tconstruct:sharpening_kit:0, Flux Crystal Sharpening Kit
tconstruct:sharpening_kit:0, Gelid Enderium Sharpening Kit
tconstruct:sharpening_kit:0, Gelid Gem Sharpening Kit
tconstruct:sharpening_kit:0, Thaumium Sharpening Kit
tconstruct:sharpening_kit:0, Void Metal Sharpening Kit
tconstruct:sharpening_kit:0, Primal Metal Sharpening Kit
tconstruct:sharpening_kit:0, Tin Sharpening Kit
tconstruct:sharpening_kit:0, Aluminium Sharpening Kit
tconstruct:sharpening_kit:0, Nickel Sharpening Kit
tconstruct:sharpening_kit:0, Platinum Sharpening Kit
tconstruct:sharpening_kit:0, Invar Sharpening Kit
tconstruct:sharpening_kit:0, Constantan Sharpening Kit
tconstruct:sharpening_kit:0, Signalum Sharpening Kit
tconstruct:sharpening_kit:0, Lumium Sharpening Kit
tconstruct:sharpening_kit:0, Enderium Sharpening Kit
tconstruct:sharpening_kit:0, Insanium Sharpening Kit
tconstruct:sharpening_kit:0, Boron Sharpening Kit
tconstruct:sharpening_kit:0, Tough Alloy Sharpening Kit
tconstruct:sharpening_kit:0, Hard Carbon Sharpening Kit
tconstruct:sharpening_kit:0, Boron Nitride Sharpening Kit
tconstruct:sharpening_kit:0, Thorium Sharpening Kit
tconstruct:sharpening_kit:0, Uranium Sharpening Kit
tconstruct:sharpening_kit:0, Magnesium Sharpening Kit
tconstruct:sharpening_kit:0, Chocolate Sharpening Kit
tconstruct:sharpening_kit:0, Alkimium Sharpening Kit
tconstruct:sharpening_kit:0, Bismuth Sharpening Kit
tconstruct:sharpening_kit:0, Air Infused Thaumium Sharpening Kit
tconstruct:sharpening_kit:0, Fire Infused Thaumium Sharpening Kit
tconstruct:sharpening_kit:0, Water Infused Thaumium Sharpening Kit
tconstruct:sharpening_kit:0, Earth Infused Thaumium Sharpening Kit
tconstruct:sharpening_kit:0, Order Infused Thaumium Sharpening Kit
tconstruct:sharpening_kit:0, Entropy Infused Thaumium Sharpening Kit
tconstruct:sharpening_kit:0, Mithril Sharpening Kit
tconstruct:sharpening_kit:0, Brass Sharpening Kit
tconstruct:sharpening_kit:0, Aluminum Sharpening Kit
tconstruct:sharpening_kit:0, Elementium Sharpening Kit
tconstruct:sharpening_kit:0, Gaia Spirit Sharpening Kit
tconstruct:pick_head:0, Wooden Pickaxe Head
tconstruct:pick_head:0, Stone Pickaxe Head
tconstruct:pick_head:0, Flint Pickaxe Head
tconstruct:pick_head:0, Cactus Pickaxe Head
tconstruct:pick_head:0, Bone Pickaxe Head
tconstruct:pick_head:0, Obsidian Pickaxe Head
tconstruct:pick_head:0, Prismarine Pickaxe Head
tconstruct:pick_head:0, End Pickaxe Head
tconstruct:pick_head:0, Paper Pickaxe Head
tconstruct:pick_head:0, Sponge Pickaxe Head
tconstruct:pick_head:0, Firewood Pickaxe Head
tconstruct:pick_head:0, Iron Pickaxe Head
tconstruct:pick_head:0, Pig Iron Pickaxe Head
tconstruct:pick_head:0, Knightslime Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Magma Slime Pickaxe Head
tconstruct:pick_head:0, Netherrack Pickaxe Head
tconstruct:pick_head:0, Cobalt Pickaxe Head
tconstruct:pick_head:0, Ardite Pickaxe Head
tconstruct:pick_head:0, Manyullyn Pickaxe Head
tconstruct:pick_head:0, Copper Pickaxe Head
tconstruct:pick_head:0, Bronze Pickaxe Head
tconstruct:pick_head:0, Lead Pickaxe Head
tconstruct:pick_head:0, Silver Pickaxe Head
tconstruct:pick_head:0, Electrum Pickaxe Head
tconstruct:pick_head:0, Steel Pickaxe Head
tconstruct:pick_head:0, Prosperity Shard Pickaxe Head
tconstruct:pick_head:0, Soulium Pickaxe Head
tconstruct:pick_head:0, Base Essence Pickaxe Head
tconstruct:pick_head:0, Inferium Pickaxe Head
tconstruct:pick_head:0, Prudentium Pickaxe Head
tconstruct:pick_head:0, Intermedium Pickaxe Head
tconstruct:pick_head:0, Superium Pickaxe Head
tconstruct:pick_head:0, Supremium Pickaxe Head
tconstruct:pick_head:0, Dawnstone Pickaxe Head
tconstruct:pick_head:0, Antimony Pickaxe Head
tconstruct:pick_head:0, Magical Wooden Pickaxe Head
tconstruct:pick_head:0, Evil Infused Pickaxe Head
tconstruct:pick_head:0, Enchanted Pickaxe Head
tconstruct:pick_head:0, Demonic Pickaxe Head
tconstruct:pick_head:0, Treated Wood Pickaxe Head
tconstruct:pick_head:0, Blood Infused Wooden Pickaxe Head
tconstruct:pick_head:0, Blood Infused Iron Pickaxe Head
tconstruct:pick_head:0, Shadowium Pickaxe Head
tconstruct:pick_head:0, Orichalcos Pickaxe Head
tconstruct:pick_head:0, Black Quartz Pickaxe Head
tconstruct:pick_head:0, Restonia Crystal Pickaxe Head
tconstruct:pick_head:0, Palis Crystal Pickaxe Head
tconstruct:pick_head:0, Diamatine Crystal Pickaxe Head
tconstruct:pick_head:0, Void Crystal Pickaxe Head
tconstruct:pick_head:0, Emeradic Crystal Pickaxe Head
tconstruct:pick_head:0, Enori Crystal Pickaxe Head
tconstruct:pick_head:0, Sunnarium Pickaxe Head
tconstruct:pick_head:0, Sky Stone Pickaxe Head
tconstruct:pick_head:0, Certus Quartz Pickaxe Head
tconstruct:pick_head:0, Fluix Crystal Pickaxe Head
tconstruct:pick_head:0, Fluix Steel Pickaxe Head
tconstruct:pick_head:0, Aquamarine Pickaxe Head
tconstruct:pick_head:0, Starmetal Pickaxe Head
tconstruct:pick_head:0, Crystal Matrix Pickaxe Head
tconstruct:pick_head:0, Neutronium Pickaxe Head
tconstruct:pick_head:0, Infinity Pickaxe Head
tconstruct:pick_head:0, Bound Pickaxe Head
tconstruct:pick_head:0, Sentient Pickaxe Head
tconstruct:pick_head:0, Livingrock Pickaxe Head
tconstruct:pick_head:0, Livingwood Pickaxe Head
tconstruct:pick_head:0, Dreamwood Pickaxe Head
tconstruct:pick_head:0, Manasteel Pickaxe Head
tconstruct:pick_head:0, Terrasteel Pickaxe Head
tconstruct:pick_head:0, Elementium Pickaxe Head
tconstruct:pick_head:0, Draconium Pickaxe Head
tconstruct:pick_head:0, Wyvern Pickaxe Head
tconstruct:pick_head:0, Draconic Pickaxe Head
tconstruct:pick_head:0, Chaotic Pickaxe Head
tconstruct:pick_head:0, Litherite Pickaxe Head
tconstruct:pick_head:0, Erodium Pickaxe Head
tconstruct:pick_head:0, Kyronite Pickaxe Head
tconstruct:pick_head:0, Pladium Pickaxe Head
tconstruct:pick_head:0, Ionite Pickaxe Head
tconstruct:pick_head:0, Aethium Pickaxe Head
tconstruct:pick_head:0, Lonsdaleite Pickaxe Head
tconstruct:pick_head:0, Mica Pickaxe Head
tconstruct:pick_head:0, Apatite Pickaxe Head
tconstruct:pick_head:0, Essence-Infused Pickaxe Head
tconstruct:pick_head:0, Meaty Pickaxe Head
tconstruct:pick_head:0, Pink Slime Pickaxe Head
tconstruct:pick_head:0, Pink Metal Pickaxe Head
tconstruct:pick_head:0, Rubber Pickaxe Head
tconstruct:pick_head:0, Advanced Alloy Pickaxe Head
tconstruct:pick_head:0, Energium Pickaxe Head
tconstruct:pick_head:0, Carbon Fiber Pickaxe Head
tconstruct:pick_head:0, Iridium Pickaxe Head
tconstruct:pick_head:0, UU-Metal Pickaxe Head
tconstruct:pick_head:0, Osmium Pickaxe Head
tconstruct:pick_head:0, Refined Obsidian Pickaxe Head
tconstruct:pick_head:0, Refined Glowstone Pickaxe Head
tconstruct:pick_head:0, HDPE Pickaxe Head
tconstruct:pick_head:0, Ghostwood Pickaxe Head
tconstruct:pick_head:0, Bloodwood Pickaxe Head
tconstruct:pick_head:0, Darkwood Pickaxe Head
tconstruct:pick_head:0, Fusewood Pickaxe Head
tconstruct:pick_head:0, Dark Matter Pickaxe Head
tconstruct:pick_head:0, Red Matter Pickaxe Head
tconstruct:pick_head:0, Fluxed Electrum Pickaxe Head
tconstruct:pick_head:0, Flux Crystal Pickaxe Head
tconstruct:pick_head:0, Gelid Enderium Pickaxe Head
tconstruct:pick_head:0, Gelid Gem Pickaxe Head
tconstruct:pick_head:0, Thaumium Pickaxe Head
tconstruct:pick_head:0, Void Metal Pickaxe Head
tconstruct:pick_head:0, Primal Metal Pickaxe Head
tconstruct:pick_head:0, Tin Pickaxe Head
tconstruct:pick_head:0, Aluminium Pickaxe Head
tconstruct:pick_head:0, Nickel Pickaxe Head
tconstruct:pick_head:0, Platinum Pickaxe Head
tconstruct:pick_head:0, Invar Pickaxe Head
tconstruct:pick_head:0, Constantan Pickaxe Head
tconstruct:pick_head:0, Signalum Pickaxe Head
tconstruct:pick_head:0, Lumium Pickaxe Head
tconstruct:pick_head:0, Enderium Pickaxe Head
tconstruct:pick_head:0, Insanium Pickaxe Head
tconstruct:pick_head:0, Boron Pickaxe Head
tconstruct:pick_head:0, Tough Alloy Pickaxe Head
tconstruct:pick_head:0, Hard Carbon Pickaxe Head
tconstruct:pick_head:0, Boron Nitride Pickaxe Head
tconstruct:pick_head:0, Thorium Pickaxe Head
tconstruct:pick_head:0, Uranium Pickaxe Head
tconstruct:pick_head:0, Magnesium Pickaxe Head
tconstruct:pick_head:0, Chocolate Pickaxe Head
tconstruct:pick_head:0, Alkimium Pickaxe Head
tconstruct:pick_head:0, Bismuth Pickaxe Head
tconstruct:pick_head:0, Air Infused Thaumium Pickaxe Head
tconstruct:pick_head:0, Fire Infused Thaumium Pickaxe Head
tconstruct:pick_head:0, Water Infused Thaumium Pickaxe Head
tconstruct:pick_head:0, Earth Infused Thaumium Pickaxe Head
tconstruct:pick_head:0, Order Infused Thaumium Pickaxe Head
tconstruct:pick_head:0, Entropy Infused Thaumium Pickaxe Head
tconstruct:pick_head:0, Mithril Pickaxe Head
tconstruct:pick_head:0, Brass Pickaxe Head
tconstruct:pick_head:0, Aluminum Pickaxe Head
tconstruct:pick_head:0, Elementium Pickaxe Head
tconstruct:pick_head:0, Gaia Spirit Pickaxe Head
tconstruct:shovel_head:0, Wooden Shovel Head
tconstruct:shovel_head:0, Stone Shovel Head
tconstruct:shovel_head:0, Flint Shovel Head
tconstruct:shovel_head:0, Cactus Shovel Head
tconstruct:shovel_head:0, Bone Shovel Head
tconstruct:shovel_head:0, Obsidian Shovel Head
tconstruct:shovel_head:0, Prismarine Shovel Head
tconstruct:shovel_head:0, End Shovel Head
tconstruct:shovel_head:0, Paper Shovel Head
tconstruct:shovel_head:0, Sponge Shovel Head
tconstruct:shovel_head:0, Firewood Shovel Head
tconstruct:shovel_head:0, Iron Shovel Head
tconstruct:shovel_head:0, Pig Iron Shovel Head
tconstruct:shovel_head:0, Knightslime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Magma Slime Shovel Head
tconstruct:shovel_head:0, Netherrack Shovel Head
tconstruct:shovel_head:0, Cobalt Shovel Head
tconstruct:shovel_head:0, Ardite Shovel Head
tconstruct:shovel_head:0, Manyullyn Shovel Head
tconstruct:shovel_head:0, Copper Shovel Head
tconstruct:shovel_head:0, Bronze Shovel Head
tconstruct:shovel_head:0, Lead Shovel Head
tconstruct:shovel_head:0, Silver Shovel Head
tconstruct:shovel_head:0, Electrum Shovel Head
tconstruct:shovel_head:0, Steel Shovel Head
tconstruct:shovel_head:0, Prosperity Shard Shovel Head
tconstruct:shovel_head:0, Soulium Shovel Head
tconstruct:shovel_head:0, Base Essence Shovel Head
tconstruct:shovel_head:0, Inferium Shovel Head
tconstruct:shovel_head:0, Prudentium Shovel Head
tconstruct:shovel_head:0, Intermedium Shovel Head
tconstruct:shovel_head:0, Superium Shovel Head
tconstruct:shovel_head:0, Supremium Shovel Head
tconstruct:shovel_head:0, Dawnstone Shovel Head
tconstruct:shovel_head:0, Antimony Shovel Head
tconstruct:shovel_head:0, Magical Wooden Shovel Head
tconstruct:shovel_head:0, Evil Infused Shovel Head
tconstruct:shovel_head:0, Enchanted Shovel Head
tconstruct:shovel_head:0, Demonic Shovel Head
tconstruct:shovel_head:0, Treated Wood Shovel Head
tconstruct:shovel_head:0, Blood Infused Wooden Shovel Head
tconstruct:shovel_head:0, Blood Infused Iron Shovel Head
tconstruct:shovel_head:0, Shadowium Shovel Head
tconstruct:shovel_head:0, Orichalcos Shovel Head
tconstruct:shovel_head:0, Black Quartz Shovel Head
tconstruct:shovel_head:0, Restonia Crystal Shovel Head
tconstruct:shovel_head:0, Palis Crystal Shovel Head
tconstruct:shovel_head:0, Diamatine Crystal Shovel Head
tconstruct:shovel_head:0, Void Crystal Shovel Head
tconstruct:shovel_head:0, Emeradic Crystal Shovel Head
tconstruct:shovel_head:0, Enori Crystal Shovel Head
tconstruct:shovel_head:0, Sunnarium Shovel Head
tconstruct:shovel_head:0, Sky Stone Shovel Head
tconstruct:shovel_head:0, Certus Quartz Shovel Head
tconstruct:shovel_head:0, Fluix Crystal Shovel Head
tconstruct:shovel_head:0, Fluix Steel Shovel Head
tconstruct:shovel_head:0, Aquamarine Shovel Head
tconstruct:shovel_head:0, Starmetal Shovel Head
tconstruct:shovel_head:0, Crystal Matrix Shovel Head
tconstruct:shovel_head:0, Neutronium Shovel Head
tconstruct:shovel_head:0, Infinity Shovel Head
tconstruct:shovel_head:0, Bound Shovel Head
tconstruct:shovel_head:0, Sentient Shovel Head
tconstruct:shovel_head:0, Livingrock Shovel Head
tconstruct:shovel_head:0, Livingwood Shovel Head
tconstruct:shovel_head:0, Dreamwood Shovel Head
tconstruct:shovel_head:0, Manasteel Shovel Head
tconstruct:shovel_head:0, Terrasteel Shovel Head
tconstruct:shovel_head:0, Elementium Shovel Head
tconstruct:shovel_head:0, Draconium Shovel Head
tconstruct:shovel_head:0, Wyvern Shovel Head
tconstruct:shovel_head:0, Draconic Shovel Head
tconstruct:shovel_head:0, Chaotic Shovel Head
tconstruct:shovel_head:0, Litherite Shovel Head
tconstruct:shovel_head:0, Erodium Shovel Head
tconstruct:shovel_head:0, Kyronite Shovel Head
tconstruct:shovel_head:0, Pladium Shovel Head
tconstruct:shovel_head:0, Ionite Shovel Head
tconstruct:shovel_head:0, Aethium Shovel Head
tconstruct:shovel_head:0, Lonsdaleite Shovel Head
tconstruct:shovel_head:0, Mica Shovel Head
tconstruct:shovel_head:0, Apatite Shovel Head
tconstruct:shovel_head:0, Essence-Infused Shovel Head
tconstruct:shovel_head:0, Meaty Shovel Head
tconstruct:shovel_head:0, Pink Slime Shovel Head
tconstruct:shovel_head:0, Pink Metal Shovel Head
tconstruct:shovel_head:0, Rubber Shovel Head
tconstruct:shovel_head:0, Advanced Alloy Shovel Head
tconstruct:shovel_head:0, Energium Shovel Head
tconstruct:shovel_head:0, Carbon Fiber Shovel Head
tconstruct:shovel_head:0, Iridium Shovel Head
tconstruct:shovel_head:0, UU-Metal Shovel Head
tconstruct:shovel_head:0, Osmium Shovel Head
tconstruct:shovel_head:0, Refined Obsidian Shovel Head
tconstruct:shovel_head:0, Refined Glowstone Shovel Head
tconstruct:shovel_head:0, HDPE Shovel Head
tconstruct:shovel_head:0, Ghostwood Shovel Head
tconstruct:shovel_head:0, Bloodwood Shovel Head
tconstruct:shovel_head:0, Darkwood Shovel Head
tconstruct:shovel_head:0, Fusewood Shovel Head
tconstruct:shovel_head:0, Dark Matter Shovel Head
tconstruct:shovel_head:0, Red Matter Shovel Head
tconstruct:shovel_head:0, Fluxed Electrum Shovel Head
tconstruct:shovel_head:0, Flux Crystal Shovel Head
tconstruct:shovel_head:0, Gelid Enderium Shovel Head
tconstruct:shovel_head:0, Gelid Gem Shovel Head
tconstruct:shovel_head:0, Thaumium Shovel Head
tconstruct:shovel_head:0, Void Metal Shovel Head
tconstruct:shovel_head:0, Primal Metal Shovel Head
tconstruct:shovel_head:0, Tin Shovel Head
tconstruct:shovel_head:0, Aluminium Shovel Head
tconstruct:shovel_head:0, Nickel Shovel Head
tconstruct:shovel_head:0, Platinum Shovel Head
tconstruct:shovel_head:0, Invar Shovel Head
tconstruct:shovel_head:0, Constantan Shovel Head
tconstruct:shovel_head:0, Signalum Shovel Head
tconstruct:shovel_head:0, Lumium Shovel Head
tconstruct:shovel_head:0, Enderium Shovel Head
tconstruct:shovel_head:0, Insanium Shovel Head
tconstruct:shovel_head:0, Boron Shovel Head
tconstruct:shovel_head:0, Tough Alloy Shovel Head
tconstruct:shovel_head:0, Hard Carbon Shovel Head
tconstruct:shovel_head:0, Boron Nitride Shovel Head
tconstruct:shovel_head:0, Thorium Shovel Head
tconstruct:shovel_head:0, Uranium Shovel Head
tconstruct:shovel_head:0, Magnesium Shovel Head
tconstruct:shovel_head:0, Chocolate Shovel Head
tconstruct:shovel_head:0, Alkimium Shovel Head
tconstruct:shovel_head:0, Bismuth Shovel Head
tconstruct:shovel_head:0, Air Infused Thaumium Shovel Head
tconstruct:shovel_head:0, Fire Infused Thaumium Shovel Head
tconstruct:shovel_head:0, Water Infused Thaumium Shovel Head
tconstruct:shovel_head:0, Earth Infused Thaumium Shovel Head
tconstruct:shovel_head:0, Order Infused Thaumium Shovel Head
tconstruct:shovel_head:0, Entropy Infused Thaumium Shovel Head
tconstruct:shovel_head:0, Mithril Shovel Head
tconstruct:shovel_head:0, Brass Shovel Head
tconstruct:shovel_head:0, Aluminum Shovel Head
tconstruct:shovel_head:0, Elementium Shovel Head
tconstruct:shovel_head:0, Gaia Spirit Shovel Head
tconstruct:axe_head:0, Wooden Axe Head
tconstruct:axe_head:0, Stone Axe Head
tconstruct:axe_head:0, Flint Axe Head
tconstruct:axe_head:0, Cactus Axe Head
